location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Mandakani Vihar, Dehradun, Uttaranchal",Maruti Suzuki,800,DX 5 Speed,2001,"69,140 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 50,000"
"Shakti Vihar, Dehradun, Uttaranchal",Volkswagen,Polo,1.2 MPI Trendline,2014,"84,000 km",Petrol,Manual,Grey,1st,UK,Comprehensive,"₹ 4,00,000"
"Patel Nagar, Dehradun, Uttaranchal",Maruti Suzuki,Zen Estilo,LXI BS IV,2007,"32,000 km",Petrol,Manual,Bordeaux/Maroon,1st,UK,Comprehensive,"₹ 1,40,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Hyundai,Grand i10,2013-2016 AT Asta,2014,"45,000 km",Petrol,Automatic,White,1st,UK,No Insurance,"₹ 4,50,000"
"Saket Colony, Dehradun, Uttaranchal",Maruti Suzuki,Swift,2004-2010 ZXI ABS,2010,"72,600 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,50,000"
"CPWD Colony, Dehradun, Uttaranchal",Hyundai,Accent,GLE,2006,"77,011 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,10,000"
"Kirsali, Dehradun, Uttaranchal",Maruti Suzuki,Alto,2005-2010 LX BSIII,2006,"85,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 95,000"
"Old Dalanwala, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,Vdi BSIV,2010,"125,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,75,000"
"Kedarpuram, Dehradun, Uttaranchal",Maruti Suzuki,Baleno,Alpha,2018,"15,554 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,70,000"
"Kalagaon, Dehradun, Uttaranchal",Hyundai,Santro,LS,1999,15 km,Petrol,Manual,Not Available,4+,Not Available,Not Available,"₹ 57,000"
"Panditwari, Dehradun, Uttaranchal",Honda,Brio,Others,2012,"52,000 km",Petrol,Automatic,Not Available,4th,Not Available,Not Available,"₹ 1,65,000"
"Doon IT Park, Dehradun, Uttaranchal",Other Brands,Others,Not Available,2021,786 km,CNG & Hybrids,Automatic,Not Available,1st,Not Available,Not Available,"₹ 15,000"
"Khurbura, Dehradun, Uttaranchal",Nissan,Terrano,XL (D),2014,"89,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,70,000"
"Krishna Nagar, Dehradun, Uttaranchal",Hyundai,i20,2010-2012 1.4 CRDi Magna,2012,"86,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,80,000"
"Karanpur, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,VXI 1.2,2009,"60,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,50,000"
"Prem Nagar, Dehradun, Uttaranchal",Tata,Indica Vista,2008-2013 Aura 1.2 Safire (ABS) BS IV,2010,"65,500 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 62,500"
"Do Nali Chowk, Natthuwa Wala, Uttaranchal",Chevrolet,Tavera,Others,2008,"300,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,05,000"
"Vijepur Hathibarkala, Dehradun, Uttaranchal",Honda,City ZX,CVT,2006,"130,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,25,000"
"Majra, Dehradun, Uttaranchal",Hyundai,EON,Not Available,2016,"45,000 km",Petrol,Manual,White,Not Available,UK,No Insurance,"₹ 2,45,000"
"Green Valley, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,VDI,2016,"65,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 4,90,000"
"Vasant Vihar, Dehradun, Uttaranchal",Maruti Suzuki,Wagon R,2006-2010 VXI Minor,2007,"100,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,10,000"
"Bhandari Bagh, Dehradun, Uttaranchal",Hyundai,Verna,CRDi 1.6 SX,2012,"61,500 km",Diesel,Manual,White,2nd,UK,Not Available,"₹ 4,15,000"
"Rajpur Road, Dehradun, Uttaranchal",Maruti Suzuki,Swift,2004-2010 Vdi BSIII,2010,"68,000 km",Diesel,Not Available,Not Available,2nd,UK,Not Available,"₹ 2,25,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Hyundai,i10,Sportz 1.2 Kappa2,2012,"32,000 km",Petrol,Manual,White,1st,UK,Comprehensive,"₹ 2,65,000"
"Banwaha, Doiwala, Uttaranchal",Hyundai,EON,Magna +,2013,"51,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,15,000"
"Clement Town, Dehradun, Uttaranchal",Maruti Suzuki,Ritz,LDi,2012,"87,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"Johari, Dehradun, Uttaranchal",Volkswagen,Polo,2009-2013 Diesel Comfortline 1.2L,2013,"69,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,10,000"
"Mohit Vihar, Dehradun, Uttaranchal",Maruti Suzuki,Celerio,2014-2017 VXI AT,2017,"50,000 km",Petrol,Automatic,White,1st,UK,Comprehensive,"₹ 4,40,000"
"Pharma City, Selaqui, Uttaranchal",Maruti Suzuki,Alto,LX,2007,"65,000 km",Petrol,Manual,Silver,1st,CH,Third Party,"₹ 89,000"
"Dehrakhas, Dehradun, Uttaranchal",Toyota,Innova,2012-2013 2.5 G (Diesel) 7 Seater,2012,"72,000 km",Diesel,Manual,Not Available,4th,Not Available,Not Available,"₹ 4,65,000"
"Race Course, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,VDI,2015,"75,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 4,75,000"
"Morawala Village, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire Tour,LDI,2017,"60,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,00,000"
"Majra, Dehradun, Uttaranchal",Hyundai,i10,Not Available,2010,"86,000 km",Petrol,Manual,White,Not Available,UK,Third Party,"₹ 1,85,000"
"Industrial Area, Haridwar, Uttaranchal",Maruti Suzuki,Swift Dzire,1.2 Lxi BSIV,2009,"85,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,90,000"
"Banjarawala, Dehradun, Uttaranchal",Ford,Figo,1.5D Titanium MT,2019,"27,400 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,30,000"
"Kunjapuri Vihar, Dehradun, Uttaranchal",Hyundai,i10,Not Available,2014,"70,000 km",Petrol,Not Available,White,Not Available,Not Available,Not Available,"₹ 2,80,000"
"Govind Garh, Dehradun, Uttaranchal",Maruti Suzuki,Ritz,Ldi BS-IV,2014,"63,245 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,90,000"
"Ganguwala, Paonta Sahib, Himachal Pradesh",Maruti Suzuki,800,AC,2003,"25,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 45,000"
"Pul Jatwara, Haridwar, Uttaranchal",Mahindra,XUV500,W10 2WD,2018,"60,500 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 12,50,000"
"Jwalapur, Haridwar, Uttaranchal",Maruti Suzuki,Swift,VXI,2019,"18,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,50,000"
"Doiwala Chowk, Doiwala, Uttaranchal",Maruti Suzuki,Esteem,Vxi,2008,"55,400 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 75,000"
"Shakti Vihar, Dehradun, Uttaranchal",Hyundai,Verna,CRDi 1.6 SX,2014,"75,000 km",Diesel,Manual,Silver,2nd,UK,Comprehensive,"₹ 5,50,000"
"Bhandari Bagh, Dehradun, Uttaranchal",Honda,Amaze,1.2 SMT I VTEC,2019,"26,865 km",Petrol,Manual,Red,1st,Not Available,Comprehensive,"₹ 7,00,000"
"Shakti Vihar, Dehradun, Uttaranchal",Hyundai,i10,Sportz 1.2 Kappa2,2010,"86,000 km",Petrol,Manual,White,2nd,UK,Comprehensive,"₹ 2,00,000"
"IAS Officers Colony, Dehradun, Uttaranchal",Hyundai,Santro,LP zipPlus,2003,"95,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 65,000"
"Krishna Nagar, Dehradun, Uttaranchal",Ford,Figo,Titanium,2010,"62,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,70,000"
"Chaman Vihar, Dehradun, Uttaranchal",Chevrolet,Beat,2010-2013 LT,2011,"68,200 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,22,000"
"Majra, Dehradun, Uttaranchal",Honda,Amaze,E Diesel,2018,"76,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,80,000"
"Doon IT Park, Dehradun, Uttaranchal",Volkswagen,Polo,1.2 MPI Comfortline,2016,"66,199 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,20,000"
"Mukarrabpur, Piran Kaliyar, Uttaranchal",Maruti Suzuki,Wagon R,CNG LXI,2006,"125,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 70,000"
"Shamsherpur, Paonta Sahib, Himachal Pradesh",Maruti Suzuki,Alto,2005-2010 LX BSIII,2009,"72,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,30,000"
"Rajpur Road, Dehradun, Uttaranchal",Maruti Suzuki,Ritz,2009-2011 VDi ABS,2011,"65,000 km",Diesel,Not Available,Not Available,2nd,UK,Not Available,"₹ 2,25,000"
"Gandhi Park, Dehradun, Uttaranchal",Tata,Indigo Ecs,eCS VX CR4 BS-IV,2012,"105,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,05,000"
"National Institute of Visually Handicapped, Dehradun, Uttaranchal",Ford,Figo,Others,2010,"70,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,42,000"
"Ladpur, Dehradun, Uttaranchal",Maruti Suzuki,Swift,2004-2010 VDI BSIV,2009,"63,500 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,60,000"
"Shewla Kalan, Dehradun, Uttaranchal",Maruti Suzuki,Swift,VXI,2011,"59,000 km",Petrol,Manual,White,1st,UK,Comprehensive,"₹ 3,20,000"
"Chhotuwala, Vikasnagar, Uttaranchal",Maruti Suzuki,Swift Dzire,VDI Optional,2016,"160,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,35,000"
"Majra, Dehradun, Uttaranchal",Maruti Suzuki,Alto 800,Not Available,2018,"45,000 km",Petrol,Manual,White,Not Available,UK,Third Party,"₹ 3,30,000"
"Bhandari Bagh, Dehradun, Uttaranchal",Maruti Suzuki,Alto,LXi,2011,"70,000 km",Petrol,Manual,Silver,1st,UK,No Insurance,"₹ 2,00,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Volkswagen,Vento,1.5 TDI Highline Plus 16 Alloy,2014,"65,000 km",Diesel,Manual,Silver,1st,UK,Comprehensive,"₹ 3,85,000"
"Adarsh Nagar, Dehradun, Uttaranchal",Hyundai,Creta,1.6 SX Plus,2018,"9,500 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 13,95,000"
"Race Course, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,LDI,2016,"77,000 km",Diesel,Manual,White,1st,UK,Comprehensive,"₹ 3,90,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Maruti Suzuki,Swift,VVT VXI,2019,"15,000 km",Petrol,Manual,Blue,1st,UK,Comprehensive,"₹ 5,90,000"
"Shakti Vihar, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,VXI,2013,"82,000 km",Petrol,Manual,Silver,1st,UK,Not Available,"₹ 3,55,000"
"Shakti Vihar, Dehradun, Uttaranchal",Skoda,Rapid,2013-2016 1.5 TDI AT Ambition With Alloy Wheel,2014,"109,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 4,60,000"
"Bhagwantpur, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,AMT VDI,2017,"60,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 6,50,000"
"Itz Doctor Colony, Rishikesh, Uttaranchal",Mercedes-Benz,GLA,Others,2016,"42,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 22,50,000"
"Shivalik Nagar, SIDCUL Haridwar, Uttaranchal",Maruti Suzuki,Swift,2004-2010 VXi BSIV,2006,"90,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,05,000"
"Matawala Bagh, Dehradun, Uttaranchal",Honda,Brio,1.2 S MT,2012,"68,799 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,65,000"
"Bhatia Colony, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,VXI,2021,"1,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 35,00,000"
"Connaught Place, Dehradun, Uttaranchal",Hyundai,i20,2015-2017 Sportz 1.2,2017,"37,500 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,62,000"
"Shivalik Puram, Dehradun, Uttaranchal",Hyundai,Getz Prime,Getz Prime 1.3 GLS,2006,"53,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"GMS Road, Dehradun, Uttaranchal",Other Brands,Others,Not Available,2017,"6,000 km",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 1,15,000"
"Sita Pur, Haridwar, Uttaranchal",Maruti Suzuki,Ertiga,SHVS VDI,2018,"30,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 8,55,000"
"Arya Nagar, Haridwar, Uttaranchal",Hyundai,Santro Xing,XG,2004,"25,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,30,000"
"Ganeshpur, Roorkee, Uttaranchal",Hyundai,Elite i20,Sportz 1.2,2014,"106,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 4,00,000"
"Dhakrani, Herbertpur, Uttaranchal",Maruti Suzuki,SX4,VDI,2011,"118,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"Prem Nagar, Dehradun, Uttaranchal",Maruti Suzuki,Wagon R,1999-2006 LXI,2004,"90,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 85,000"
"Khurbura, Dehradun, Uttaranchal",Tata,Indica,Xeta GLS BS IV,2007,"48,000 km",Petrol,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 60,000"
"Jwalapur, Haridwar, Uttaranchal",Mahindra,Quanto,C4,2015,19 km,Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,50,000"
"Prit Vihar, Dehradun, Uttaranchal",Maruti Suzuki,Swift,VDI,2010,"73,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"Bhandari Bagh, Dehradun, Uttaranchal",Maruti Suzuki,Vitara Brezza,VDi Option,2017,"62,500 km",Diesel,Manual,Red,1st,UK,Not Available,"₹ 7,75,000"
"Race Course, Dehradun, Uttaranchal",Honda,City,2015-2017 i VTEC VX Option,2016,"69,000 km",Diesel,Manual,Brown,1st,UK,Comprehensive,"₹ 6,90,000"
"Race Course, Dehradun, Uttaranchal",Renault,Duster,85PS Diesel RxL,2015,"56,000 km",Diesel,Manual,White,1st,UK,Zero Dep,"₹ 5,45,000"
"Lakkhibagh, Dehradun, Uttaranchal",Maruti Suzuki,Alto,LXi,2008,"75,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,40,000"
"Peeli Kothi, Dehradun, Uttaranchal",Jeep,Compass,1.4 Sport Plus,2020,"5,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 17,50,000"
"Jakhan, Dehradun, Uttaranchal",Maruti Suzuki,800,Uniq,1985,"92,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 99,000"
"Sector 03, Haridwar, Uttaranchal",Hyundai,Verna,2010-2011 Transform VGT CRDi with Audio BS III,2010,"100,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Bhokarhedi, Uttar Pradesh, India",Maruti Suzuki,Wagon R,LXI CNG,2007,"180,000 km",CNG & Hybrids,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 85,000"
"Clement Town, Dehradun, Uttaranchal",Maruti Suzuki,Swift,2011-2014 Star VXI,2010,"80,000 km",CNG & Hybrids,Automatic,Not Available,4th,Not Available,Not Available,"₹ 1,85,000"
"Mohabbey Wala, Dehradun, Uttaranchal",Toyota,Innova,2.5 EV Diesel PS 7 Seater BSIII,2012,"300,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,00,000"
"Old Dalanwala, Dehradun, Uttaranchal",Maruti Suzuki,Swift,2011-2014 RS VXI,2010,"80,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,00,000"
"Niranjan Pur, Dehradun, Uttaranchal",Maruti Suzuki,Eeco,Smiles 7 Seater Standard,2018,18 km,Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,10,000"
"Jagjeetpur, Haridwar, Uttaranchal",Toyota,Innova Crysta,2.7 GX MT,2018,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 12,00,000"
"Noorpur Dehat, Deoband, Uttar Pradesh",Maruti Suzuki,Swift Dzire,VDI,2011,"245,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,30,000"
"Muni Ki Reti, Rishikesh, Uttaranchal",Hyundai,i20,2009-2011 Magna,2010,"71,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,20,000"
"Majra, Dehradun, Uttaranchal",Hyundai,EON,Not Available,2012,"77,349 km",Petrol,Manual,Blue,Not Available,UK,No Insurance,"₹ 1,95,000"
"Majra, Dehradun, Uttaranchal",Honda,Amaze,Not Available,2014,"90,856 km",Diesel,Manual,White,Not Available,UK,Comprehensive,"₹ 3,85,000"
"Bajhet, Dehradun, Uttaranchal",Maruti Suzuki,Gypsy,King ST BSIII,2000,"110,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"Jwalapur, Haridwar, Uttaranchal",Tata,Indica Vista,TDI LX,2010,20 km,Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 80,000"
"Raipur Area, Dehradun, Uttaranchal",Maruti Suzuki,Alto 800,Not Available,2013,"87,000 km",Petrol,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 1,90,000"
"Race Course, Dehradun, Uttaranchal",Tata,Safari,Not Available,2010,"95,000 km",Diesel,Manual,Black,2nd,UK,Not Available,"₹ 2,20,000"
"Shakti Vihar, Dehradun, Uttaranchal",Maruti Suzuki,800,AC BSIII,2007,"56,000 km",Petrol,Manual,Silver,1st,UK,Third Party,"₹ 90,000"
"Shakti Vihar, Dehradun, Uttaranchal",Mahindra,TUV 300,T4 PLUS,2017,"26,400 km",Diesel,Manual,Red,1st,UK,Comprehensive,"₹ 6,90,000"
"Uday Vihar, Dehradun, Uttaranchal",Mercedes-Benz,Ml Class,Others,2012,"117,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 17,00,000"
"Guruwala, Herbertpur, Uttaranchal",Mahindra,Others,Others,2013,"930,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"GMS Road, Dehradun, Uttaranchal",Maruti Suzuki,Wagon R,1999-2006 LXI,2006,"64,500 km",Not Available,Not Available,Silver,1st,DL,Not Available,"₹ 1,20,000"
"Uniyal Gaon, Chamba, Uttaranchal",Maruti Suzuki,Alto,2000-2005 LX,2008,"98,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 82,000"
"Prem Nagar, Doiwala, Uttaranchal",Maruti Suzuki,800,Others,1999,"85,254 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 35,000"
"Sahaspur, Dehradun, Uttaranchal",Tata,Indigo CS,2008-2012 eLX BS IV,2011,"80,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,10,000"
"Mehunwala, Vikasnagar, Uttaranchal",Tata,Nano,2012-2015 CNG LX,2014,"34,500 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 60,000"
"Rajendra Nagar, Dehradun, Uttaranchal",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2016,"13,400 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,20,000"
"Amish Vihar, Dehradun, Uttaranchal",Renault,KWID,1.0 RXL,2018,"88,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,60,000"
"Pnb Enclave, Dehradun, Uttaranchal",Mercedes-Benz,GLA,Others,2015,"56,000 km",Diesel,Automatic,White,Not Available,UK,Zero Dep,"₹ 19,25,000"
"Pnb Enclave, Dehradun, Uttaranchal",Toyota,Camry,2002-2011 V4 (MT),2007,"70,000 km",Petrol,Manual,White,2nd,HP,Comprehensive,"₹ 2,65,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Hyundai,EON,1.0 Era Plus,2016,"42,000 km",Petrol,Manual,Silver,1st,UK,Comprehensive,"₹ 2,60,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Hyundai,Verna,2011-2014 1.6 SX VTVT,2014,"15,000 km",Petrol,Manual,White,1st,UK,Zero Dep,"₹ 6,25,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Maruti Suzuki,Wagon R 1.0,1.0 Vxi-ABS-Airbag,2006,"58,000 km",Petrol,Manual,Gold,1st,UK,Comprehensive,"₹ 75,000"
"Prem Nagar, Dehradun, Uttaranchal",Maruti Suzuki,Alto 800,VXI Airbag,2020,"24,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,80,000"
"Sahaspur, Dehradun, Uttaranchal",Skoda,Octavia,Others,2009,"75,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,00,000"
"Mohakampur, Dehradun, Uttaranchal",Maruti Suzuki,Swift Dzire,VDI,2010,"65,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,65,000"
"Matawala Bagh, Dehradun, Uttaranchal",Honda,City,2014-2015 i VTEC V,2014,"48,500 km",Petrol,Manual,Brown,1st,UK,Comprehensive,"₹ 5,75,000"
"Race Course, Dehradun, Uttaranchal",Ford,Ecosport,1.5 Diesel Titanium,2014,"69,000 km",Diesel,Manual,Silver,2nd,UK,Comprehensive,"₹ 4,50,000"
"Race Course, Dehradun, Uttaranchal",Audi,Q3,2.0 TDI Quattro,2014,"69,000 km",Diesel,Automatic,White,2nd,UK,Comprehensive,"₹ 14,00,000"
"ShyamPur, Rishikesh, Uttaranchal",Fiat,Punto,1.3 Emotion,2011,"100,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,95,000"
"Trimurti Vihar, Dehradun, Uttaranchal",Ambassador,Others,Others,2021,123 km,Electric,Automatic,Not Available,1st,Not Available,Not Available,"₹ 15,000"
"Chandra Parisar, Dehradun, Uttaranchal",Mahindra,Bolero Pik-Up,FB 1.25T,2017,"90,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Old Dalanwala, Dehradun, Uttaranchal",Maruti Suzuki,Omni,8 Seater BSIV,2017,"29,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,10,000"
"Dhalwala, Rishikesh, Uttaranchal",Mahindra,Jeep,Others,2012,"50,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,00,000"
"Taruwala, Paonta Sahib, Himachal Pradesh",Maruti Suzuki,Alto,2005-2010 LX BSIII,2006,"121,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,20,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Pharma City, Selaqui, Uttaranchal",Tata,Safari,Others,2009,"169,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,10,000"
"Markham Grant, Doiwala, Uttaranchal",Honda,City ZX,GXi,2006,"72,000 km",Petrol,Manual,Not Available,4th,Not Available,Not Available,"₹ 1,80,000"
"Fatehpur, Chhutmalpur, Uttar Pradesh",Maruti Suzuki,Wagon R 1.0,1.0 LXi,2006,"125,486 km",LPG,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 65,000"
"Ranipur, Haridwar, Uttaranchal",Maruti Suzuki,Vitara Brezza,ZDi AMT,2018,"65,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 9,14,998"
"Govindpuri, Haridwar, Uttaranchal",Hyundai,Creta,1.6 CRDi SX Option,2017,"31,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 12,50,000"
"Pashulok, Rishikesh, Uttaranchal",Hyundai,Santro Xing,GLS,2010,"78,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,60,000"
"Ganganagar, Rishikesh, Uttaranchal",Maruti Suzuki,Wagon R,LXI,2006,"100,000 km",Petrol,Manual,Not Available,4th,Not Available,Not Available,"₹ 70,000"
"Tehsil Colony, Behat, Uttar Pradesh",Maruti Suzuki,800,DX,1999,18 km,Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 35,000"
"BHEL Sector 1, Haridwar, Uttaranchal",Hyundai,Grand i10,2013-2016 Magna,2016,"24,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,25,000"
"Bhopatwala Khurd, Haridwar, Uttaranchal",Maruti Suzuki,Alto,2000-2005 LXI,2012,"70,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,90,000"
"Rajpur Road, Dehradun, Uttaranchal",Maruti Suzuki,Swift,DDiS VDI,2014,"64,600 km",Not Available,Not Available,Not Available,1st,Not Available,Not Available,"₹ 4,15,000"
"Shakti Vihar, Dehradun, Uttaranchal",Volkswagen,Vento,1.6 Trendline,2011,"75,000 km",Petrol,Manual,White,1st,UK,Third Party,"₹ 2,70,000"
"GMS Road, Dehradun, Uttaranchal",Hyundai,i10,Sportz,2014,"61,000 km",Diesel,Manual,White,2nd,UK,Zero Dep,"₹ 3,95,000"
"Koyalghati, Rishikesh, Uttaranchal",Chevrolet,Optra,1.6 Elite,2007,"85,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,90,000"
"Devpura, Haridwar, Uttaranchal",Maruti Suzuki,Alto 800,LXI,2008,"67,500 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,75,000"
"Shivpuri Colony, Haridwar, Uttaranchal",Chevrolet,Aveo,Others,2007,"500,658 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 80,000"
"Rishilok Colony, Rishikesh, Uttaranchal",Renault,Scala,Not Available,2013,"40,000 km",Diesel,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 5,30,000"
"Fatehpur, Chhutmalpur, Uttar Pradesh",Tata,Indigo,XL TDI,2012,"50,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 80,000"
