location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Mansarovar, Jaipur, Rajasthan",Ford,Figo,Duratorq EXI 1.4,2011,20 km,Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,10,000"
"Harmada, Jaipur, Rajasthan",Maruti Suzuki,Others,Others,2019,"7,600 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,90,000"
"Bramha Puri, Jaipur, Rajasthan",Hyundai,i10,Era 1.1 iTech SE,2010,"54,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,65,000"
"Keshar Vihar, Jaipur, Rajasthan",Maruti Suzuki,Alto,LX,2003,10 km,CNG & Hybrids,Manual,Not Available,4+,Not Available,Not Available,"₹ 45,000"
"Jamana Puri, Jaipur, Rajasthan",Tata,Vista,Others,2013,"200,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,25,000"
"Pratap Nagar Sector 3, Jaipur, Rajasthan",Datsun,Redi Go,Others,2017,25 km,Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,10,000"
"Nanosar, Jaipur, Rajasthan",Maruti Suzuki,Wagon R Duo,Others,2007,"78,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,30,000"
"Radhaswami Bagh, Chomun, Rajasthan",Hyundai,Accent Viva,VIVA CRDi,2004,"145,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 95,000"
"Jamwa Ramgarh, Jaipur, Rajasthan",Chevrolet,Beat,2014-2016 Diesel LT,2015,"115,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,30,000"
"Murlipura, Jaipur, Rajasthan",Mahindra,TUV 300 Plus,P6,2019,"100,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,50,000"
"Vande Matram Circle, Jaipur, Rajasthan",Tata,Indigo Ecs,eCS LX CR4 BS-IV,2013,"99,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,20,000"
"GPRA Colony, Jaipur, Rajasthan",Maruti Suzuki,Wagon R,1999-2006 LXI,2001,"93,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 77,000"
"Vaishali Nagar, Jaipur, Rajasthan",Audi,A7,Sportback 3.0 TDI quattro,2013,"103,000 km",Diesel,Automatic,Black,3rd,DL,Comprehensive,"₹ 20,00,000"
"Nirman Nagar, Jaipur, Rajasthan",Honda,City,2008-2011 1.5 S MT,2009,"78,000 km",Petrol,Manual,Gold,3rd,RJ,Comprehensive,"₹ 3,00,000"
"Vaishali Nagar, Jaipur, Rajasthan",Ford,Endeavour,3.2 Titanium AT 4X4,2016,"77,300 km",Diesel,Automatic,Red,2nd,RJ,Comprehensive,"₹ 22,00,000"
"Natraj Nagar, Jaipur, Rajasthan",Audi,A4,"2.0 TDI (177bhp), Premium",2010,"100,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 8,50,000"
"Civil Lines, Jaipur, Rajasthan",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2006,"70,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 96,000"
"Kalwar Road, Jaipur, Rajasthan",Mahindra,XUV500,2011-2015 W8 4WD,2014,"67,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 8,15,000"
"Mansarovar, Jaipur, Rajasthan",Hyundai,i20,2015-2017 Asta Option 1.2,2018,"27,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,55,000"
"Mansarovar, Jaipur, Rajasthan",Maruti Suzuki,Alto,LXi,2008,"110,000 km",LPG,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,05,000"
"Vaishali Nagar, Jaipur, Rajasthan",Hyundai,i10,Era 1.1 LPG,2012,"90,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,50,000"
"Ambedkar Nagar, Jaipur, Rajasthan",Hyundai,Fluidic Verna,1.6 CRDi S,2011,"134,000 km",Diesel,Manual,Not Available,4th,Not Available,Not Available,"₹ 3,95,000"
"Kalwar Road, Manglam City, Jaipur, Rajasthan",Datsun,RediGO,T,2017,"48,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"Zenpact, Jaipur, Rajasthan",Hyundai,Verna,2011-2014 1.6 SX VTVT,2011,"56,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,50,000"
"Bais Godam, Jaipur, Rajasthan",Mahindra,Scorpio,2006-2009 2.6 Turbo 7 Str,2008,"99,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,75,000"
"Kalwar Road, Jaipur, Rajasthan",Force Motors,Others,Others,2011,"150,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 7,50,000"
"Govindpura, Jaipur, Rajasthan",Maruti Suzuki,Ertiga,2012-2015 ZDI,2014,"135,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,45,000"
"Govindpura, Jaipur, Rajasthan",Toyota,Etios,Etios GD SP*,2017,"230,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 6,70,000"
"Shri Shankar Colony, Jaipur, Rajasthan",Mahindra,Scorpio,VLX BS III,2014,"60,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,75,000"
"Subhash Marg, Jaipur, Rajasthan",Toyota,Innova Crysta,2.4 V,2017,"85,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 14,90,000"
"Model Town, Jaipur, Rajasthan",Maruti Suzuki,Ciaz,2014-2017 AT ZXi Plus,2015,"26,500 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,20,000"
"Mansarovar, Jaipur, Rajasthan",Nissan,Terrano,2013-2017 XL,2015,"80,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 4,20,000"
"Everest Vihar, Jaipur, Rajasthan",Maruti Suzuki,Wagon R Duo,Others,2010,"33,000 km",Petrol,Manual,Red,1st,RJ,Comprehensive,"₹ 2,45,000"
"Brijalpur, Jaipur, Rajasthan",Toyota,Corolla Altis,2013-2017 D-4D G,2014,"68,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 9,40,000"
"Everest Vihar, Jaipur, Rajasthan",Maruti Suzuki,Vitara Brezza,VDi AMT,2018,"63,500 km",Diesel,Automatic,White,1st,RJ,Comprehensive,"₹ 8,00,000"
"Shanti Nagar, Manoharpur, Rajasthan",Mahindra,Jeep,CL 550 MDI,1999,"70,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,65,000"
"Maharana Pratap Marg, Jaipur, Rajasthan",Renault,Duster,85PS Diesel RxL,2013,"75,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,50,000"
"Vaishali Nagar, Jaipur, Rajasthan",Toyota,Innova,2.5 G (Diesel) 8 Seater BS-IV,2016,"15,689 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 8,99,999"
"Laxmi Nagar, Jaipur, Rajasthan",Tata,Safari,4X4 EX,2012,"165,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 3,00,000"
"Transport Nagar, Jaipur, Rajasthan",Hyundai,Santro Xing,XL eRLX Euro III,2007,"22,300 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,30,000"
"Pratap Gargh, Jaipur, Rajasthan",Honda,Civic Hybrid,Others,2009,"94,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 3,25,000"
"Jangid Nagari, Jaipur, Rajasthan",Hyundai,Creta,1.4 CRDi S,2018,"82,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 9,25,000"
"Abhaipura, Industrial Area Kaladera, Rajasthan",Chevrolet,Beat,2010-2013 LT,2012,"106,785 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 1,55,000"
"Sector 3, Jaipur, Rajasthan",Toyota,Innova,Crysta 2.8 GX Automatic 7 STR,2018,"70,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 16,00,000"
"Kalwar Road, Jaipur, Rajasthan",Honda,Jazz,1.2 V i VTEC,2018,"35,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,49,000"
"Madhorajpura - Chandma Road, Renwal, Rajasthan",Mahindra,Bolero,2001-2010 DI DX 8 Seater,2010,13 km,Diesel,Manual,Not Available,4th,Not Available,Not Available,"₹ 3,85,000"
"Sodala, Jaipur, Rajasthan",Maruti Suzuki,Zen,Others,1997,"100,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 45,000"
"Murlipura, Jaipur, Rajasthan",Maruti Suzuki,Alto K10,K10 VXi (O),2013,"49,300 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,97,000"
"Shastri Nagar, Jaipur, Rajasthan",Maruti Suzuki,Omni,E MPI STD,2016,"66,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,85,000"
"Balaji Nagar, Jaipur, Rajasthan",Maruti Suzuki,Alto,LXi,2010,"68,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,70,000"
"Bagru, Bagru, Rajasthan",Chevrolet,Tavera,Neo 3 LS- 10 STR BS-III,2015,"200,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,75,000"
"Jeevandeep Colony, Jaipur, Rajasthan",Toyota,Etios,1.4 GD,2019,"59,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 8,50,000"
"Jaman Nagar, Jaipur, Rajasthan",Volkswagen,Polo,2009-2013 Diesel Comfortline 1.2L,2014,"80,000 km",Diesel,Manual,Grey,1st,RJ,Comprehensive,"₹ 4,35,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,Xcent,1.2 VTVT S,2016,"56,000 km",Petrol,Manual,White,2nd,RJ,Comprehensive,"₹ 4,85,000"
"Vaishali Nagar, Jaipur, Rajasthan",Maruti Suzuki,Swift,LDI Optional,2016,"75,000 km",Diesel,Manual,Grey,1st,RJ,Comprehensive,"₹ 5,00,000"
"Chomu, Chomun, Rajasthan",Maruti Suzuki,Eeco,CNG 5 Seater AC,2015,"89,355 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,80,000"
"Dadi Ka Phatak, Jaipur, Rajasthan",Audi,Q7,3.0 TDI quattro,2010,"98,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 15,00,000"
"Jairampura, Jaipur, Rajasthan",Toyota,Innova,2012-2013 2.5 VX (Diesel) 8 Seater BS IV,2012,"147,000 km",Diesel,Automatic,Not Available,4th,Not Available,Not Available,"₹ 7,25,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,i10,Era,2008,"78,000 km",Petrol,Manual,Gold,2nd,RJ,Comprehensive,"₹ 1,95,000"
"Sahab Rampura, Industrial Area Kaladera, Rajasthan",Other Brands,Others,Not Available,2016,"3,300 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 4,45,000"
"Kanakpura, Jaipur, Rajasthan",Maruti Suzuki,800,Others,2000,"41,000 km",Petrol,Manual,Not Available,4+,Not Available,Not Available,"₹ 44,500"
"Maliya Nagar, Jaipur, Rajasthan",Mahindra,Scorpio,2006-2009 VLS AT 2.2 mHAWK,2009,"143,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 4,00,000"
"RK Puram, Jaipur, Rajasthan",Maruti Suzuki,Zen,LX,2005,"120,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 70,000"
"Mahesh Nagar, Jaipur, Rajasthan",Hyundai,EON,Era +,2016,"130,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,65,000"
"Bardar Patel Nagar, Jaipur, Rajasthan",Hyundai,i10,1.1L iRDE ERA Special Edition,2008,"80,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,80,000"
"Champa Nagar, Jaipur, Rajasthan",Maruti Suzuki,800,Others,1984,0 km,Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 99,999"
"Pratap Nagar Sector 11, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire,Others,2009,"105,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,60,000"
"Shanti Nagar, Manoharpur, Rajasthan",Mahindra,Bolero,SLX 2WD BSIII,2016,"55,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 7,00,000"
"Shri Niwaspura, Chaksu, Rajasthan",Maruti Suzuki,Swift Dzire,VDI,2013,"102,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,00,000"
"Shriji Nagar, Jaipur, Rajasthan",Skoda,Rapid,1.5 TDI Manual active ambition style,2012,"91,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,20,000"
"Gokulpura, Jaipur, Rajasthan",Maruti Suzuki,Alto 800,VXI,2016,"56,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,50,000"
"Gokulpura, Jaipur, Rajasthan",Hyundai,i10,Magna 1.1 LPG,2012,"66,401 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,30,000"
"Nirman Nagar, Jaipur, Rajasthan",Hyundai,i10,Magna,2016,"56,800 km",Petrol,Manual,Red,2nd,RJ,Comprehensive,"₹ 3,40,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,Santa Fe,2WD MT,2011,"89,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 6,85,000"
"Nirman Nagar, Jaipur, Rajasthan",Mercedes-Benz,E-Class,E 220 d,2011,"95,000 km",Diesel,Automatic,White,2nd,RJ,No Insurance,"₹ 11,50,000"
"Kanti Nagar, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire,Swift Dzire Tour,2018,"75,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,80,000"
"Janak Vihar, Jaipur, Rajasthan",Hyundai,Elite i20,Asta 1.2,2016,"75,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,10,000"
"Nirman Nagar, Jaipur, Rajasthan",Hyundai,i10,Sportz,2014,"48,000 km",Petrol,Manual,White,2nd,RJ,Comprehensive,"₹ 3,10,000"
"Niwaru Road, Jaipur, Rajasthan",Hyundai,Accent,GLS,2004,"132,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"C Scheme, Jaipur, Rajasthan",Hyundai,Fluidic Verna,1.6 CRDi SX,2012,"125,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,00,000"
"Muhana Road, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire,VXI,2019,"23,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,00,000"
"Awadhpuri, Jaipur, Rajasthan",Maruti Suzuki,Omni,Others,2013,"22,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"200ft by pass, Jaipur, Rajasthan",Ashok Leyland,Others,Others,2016,"100,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,00,000"
"Pratap Nagar, Jaipur, Rajasthan",Maruti Suzuki,Alto 800,2012-2016 VXI,2014,"34,500 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,50,000"
"Siddharth Nagar, Jaipur, Rajasthan",Hyundai,Creta,1.6 VTVT E,2019,"20,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 9,50,000"
"Pratap Nagar Sector 11, Jaipur, Rajasthan",Chevrolet,Tavera,2012-2017 Neo 3 7 Seats BSIV,2012,"250,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,00,000"
"Khatipura, Jaipur, Rajasthan",Tata,Nano GenX,XT,2016,"12,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,65,000"
"Govardhan Colony, Jaipur, Rajasthan",Maruti Suzuki,S-Cross,Alpha 1.6,2016,"78,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,50,000"
"Sirsi, Jaipur, Rajasthan",Maruti Suzuki,Ciaz,Smart Hybrid Delta,2019,"100,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 9,59,000"
"Jal Mahal, Jaipur, Rajasthan",Toyota,Etios,1.4 GD,2017,"148,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,60,000"
"Malviya Nagar, Jaipur, Rajasthan",Maruti Suzuki,Gypsy,King HT BSIV,2003,"100,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,75,000"
"Sodala, Jaipur, Rajasthan",Renault,Duster,2012-2015 110PS Diesel RxZ,2013,"155,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,00,000"
"Brijalpur, Jaipur, Rajasthan",Maruti Suzuki,Swift,LDI BSIV,2017,"53,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 5,25,000"
"Everest Vihar, Jaipur, Rajasthan",Maruti Suzuki,Alto,2005-2010 LXi BSIII,2007,"90,000 km",Petrol,Manual,White,2nd,RJ,No Insurance,"₹ 1,35,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,i20,Magna 1.4 CRDI 6 Speed,2014,"84,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 4,95,000"
"22 Godam Industrial Area, Jaipur, Rajasthan",Mercedes-Benz,E-Class,2013-2015 E 200 CGI,2014,"99,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 23,00,000"
"Vinoba Basti, Jaipur, Rajasthan",Maruti Suzuki,Wagon R Duo,Others,2008,"85,000 km",LPG,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,30,000"
"Transport Nagar, Jaipur, Rajasthan",Hyundai,Santro,LE,2000,"104,632 km",Petrol,Manual,Not Available,4+,Not Available,Not Available,"₹ 45,000"
"Pankha, Jaipur, Rajasthan",Maruti Suzuki,800,AC,2005,"54,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 90,000"
"Ajmer Road, Jaipur, Rajasthan",Honda,Amaze,1.5 SMT I DTEC,2015,"67,500 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,50,000"
"Marudhar Nagar, Jaipur, Rajasthan",Honda,City ZX,GXi,2007,"140,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,75,000"
"Patrakar Colony, Jaipur, Rajasthan",Honda,Civic,1.8 (E) MT,2006,"98,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,45,000"
"Tonk Phatak, Jaipur, Rajasthan",Ford,Ikon,1.3 Flair,2008,"70,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,40,000"
"Vaishali Nagar, Jaipur, Rajasthan",Other Brands,Others,Not Available,2021,1 km,Electric,Automatic,Not Available,1st,Not Available,Not Available,"₹ 30,00,000"
"Siddharth Nagar, Jaipur, Rajasthan",Toyota,Etios,Etios GD SP*,2015,"200,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 5,10,000"
"Jaman Nagar, Jaipur, Rajasthan",Mahindra,XUV500,W8 2WD,2013,"169,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 6,75,000"
"Kacchi Ghodi Nruty Vatika Chauraha, Jaipur, Rajasthan",Volkswagen,Vento,1.6 Highline,2012,"122,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,35,000"
"Man Bagh, Jaipur, Rajasthan",Renault,KWID,Others,2018,"19,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Sheopur , Tonk Road, Jaipur, Rajasthan",Hyundai,EON,Era Plus,2020,"28,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,21,000"
"Santosh Sahar Colony, Jaipur, Rajasthan",Tata,Safari Storme,Others,2017,"125,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 9,00,000"
"Malviya Nagar, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire,VDI,2016,"41,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 6,25,000"
"Natraj Nagar, Jaipur, Rajasthan",Hyundai,EON,Era + LPG,2017,"165,000 km",LPG,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,30,000"
"Ganga Jamuna Chauraha, Jaipur, Rajasthan",Honda,Jazz,1.2 S i VTEC,2017,"44,025 km",Petrol,Manual,White,1st,RJ,Not Available,"₹ 5,15,000"
"Everest Vihar, Jaipur, Rajasthan",Mahindra,Scorpio,S11,2018,"97,800 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 15,00,000"
"Vaishali Nagar, Jaipur, Rajasthan",Mahindra,Scorpio,S6 Plus,2018,"37,000 km",Diesel,Manual,Black,1st,RJ,Comprehensive,"₹ 12,50,000"
"Adarsh Nagar, Jaipur, Rajasthan",Maruti Suzuki,Omni,CNG,2016,"62,000 km",CNG & Hybrids,Manual,White,1st,RJ,Comprehensive,"₹ 2,05,000"
"Raja Park, Jaipur, Rajasthan",Mahindra,Bolero,SLX 2WD BSIII,2007,"89,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 2,20,000"
"Nirman Nagar, Jaipur, Rajasthan",Maruti Suzuki,Ritz,VDi,2015,"114,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,75,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,Grand i10,2013-2016 CRDi Magna,2014,"154,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 3,65,000"
"Jagatpura, Jaipur, Rajasthan",Tata,Indica Vista,Terra TDI BS-III,2010,"90,245 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,35,000"
"Officers Enclave, Jaipur, Rajasthan",Maruti Suzuki,Alto,LX,2010,18 km,Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,75,000"
"Nandpuri, Jaipur, Rajasthan",Ford,Fiesta,2008-2011 1.4 ZXi TDCi ABS,2008,"90,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,00,000"
"Pratap Nagar, Jaipur, Rajasthan",Chevrolet,Captiva,2008-2011 LT,2008,"95,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,00,000"
"Mansarovar, Jaipur, Rajasthan",Hyundai,Santro Xing,GL LPG,2012,"65,140 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,15,000"
"Roop Vihar Colony, Jaipur, Rajasthan",Maruti Suzuki,800,Std,1987,"71,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,25,000"
"Dadi Ka Phatak, Jaipur, Rajasthan",Hyundai,i20,1.2 Asta,2017,"35,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 5,75,000"
"Civil Lines, Jaipur, Rajasthan",Maruti Suzuki,800,AC BSIII,1999,"75,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 65,000"
"Idgah Kacchi Basti, Jaipur, Rajasthan",Hyundai,Santro,LP zipPlus,2003,"73,000 km",LPG,Automatic,Not Available,1st,Not Available,Not Available,"₹ 40,000"
"Anand Vihar, Jaipur, Rajasthan",Maruti Suzuki,Ertiga,2012-2015 VDI Limited Edition,2012,"84,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,50,000"
"Radhaswami Bagh, Chomun, Rajasthan",Mahindra,Bolero,2001-2010 SLX,2008,"125,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 2,55,000"
"Sahab Rampura, Industrial Area Kaladera, Rajasthan",Mahindra,Bolero,SLX 4WD,2016,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,00,000"
"Chaksu, Chaksu, Rajasthan",Mahindra,Bolero,2001-2010 DI DX 7 Seater,2006,"120,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,40,000"
"Nirman Nagar, Jaipur, Rajasthan",Hyundai,Verna,CRDi 1.6 SX,2013,"91,500 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 5,95,000"
"Nirman Nagar, Jaipur, Rajasthan",Honda,City,2008-2011 1.5 S MT,2016,"80,000 km",Petrol,Manual,Silver,1st,RJ,Comprehensive,"₹ 5,99,000"
"Nirman Nagar, Jaipur, Rajasthan",Volkswagen,Polo,1.5 TDI Highline,2015,"97,400 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 4,75,000"
"Malviya Nagar, Jaipur, Rajasthan",Hyundai,Creta,1.6 CRDi SX,2015,"97,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 8,50,000"
"Jaman Nagar, Jaipur, Rajasthan",Honda,City,2011-2013 V MT,2014,"44,000 km",Diesel,Manual,Red,1st,RJ,Comprehensive,"₹ 5,95,000"
"Malviya Nagar, Jaipur, Rajasthan",Toyota,Innova,2.5 V 8 STR,2009,"137,000 km",Diesel,Manual,Silver,2nd,RJ,Comprehensive,"₹ 4,75,000"
"Gurudham Colony, Chomun, Rajasthan",Maruti Suzuki,Swift Dzire,VDI,2009,"105,625 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,80,000"
"Mahaveer Nagar, Jaipur, Rajasthan",Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2015,14 km,Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 7,80,000"
"Chirnotiya, Jobner, Rajasthan",Tata,Others,Others,2012,"76,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Mansarovar, Jaipur, Rajasthan",Volkswagen,Jetta,Highline TDI,2009,"117,000 km",Diesel,Not Available,Not Available,2nd,Not Available,Comprehensive,"₹ 2,35,000"
"Murlipura, Jaipur, Rajasthan",Nissan,Terrano,2013-2017 XV 110 PS,2014,"69,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 5,30,000"
"Vidhyadhar Nagar Sector 4, Jaipur, Rajasthan",Tata,Indigo CS,CS GLS,1980,15 km,CNG & Hybrids,Manual,Not Available,1st,Not Available,Not Available,"₹ 35,000"
"Mansarovar, Jaipur, Rajasthan",Maruti Suzuki,800,Std,2000,"85,701 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 50,000"
"20 Dukan, Jaipur, Rajasthan",Mahindra,Xylo,2012-2014 E9,2012,"98,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,50,000"
"Chomu, Chomun, Rajasthan",Maruti Suzuki,Wagon R,CNG LXI,2002,"72,000 km",LPG,Manual,Not Available,3rd,Not Available,Not Available,"₹ 94,000"
"Raja Park, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire,VDI Optional,2016,"64,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 5,95,000"
"200ft by pass, Jaipur, Rajasthan",Ford,Figo,Titanium Diesel,2012,"82,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 2,35,000"
"Raja Park, Jaipur, Rajasthan",Mahindra,Jeep,Others,1995,"58,000 km",Diesel,Manual,Other,2nd,RJ,Comprehensive,"₹ 2,71,000"
