location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Sijubari, Guwahati, Assam",Hyundai,Santro Xing,GLS,2009,"60,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,35,000"
"Murara, Rangia, Assam",Tata,Nano GenX,GenX XM,2015,"34,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,55,000"
"Sikari Basti, Diphu, Assam",Maruti Suzuki,Alto,2005-2010 LXi BSIII,2008,"71,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,45,000"
"Fauzdaripatty, Nagaon, Assam",Maruti Suzuki,Vitara Brezza,ZDi Plus,2017,"67,500 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,20,000"
"Adabari, Guwahati, Assam",Maruti Suzuki,Swift,2004-2010 VDI BSIV,2009,"50,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 2,00,000"
"Dhakota, Jorhat, Assam",Hyundai,Verna,VTVT 1.6 EX,2018,"48,500 km",Petrol,Manual,Black,1st,AS,Zero Dep,"₹ 6,80,000"
"Hatigaon, Guwahati, Assam",Mahindra,XUV500,W11 Option,2020,"22,000 km",Diesel,Manual,Other,1st,AS,Comprehensive,"₹ 16,95,000"
"Durga Sarovar, Guwahati, Assam",Mahindra,Scorpio,S11,2019,"31,000 km",Diesel,Manual,White,1st,AS,Comprehensive,"₹ 15,45,000"
"Dona Kuchi, Barpeta, Assam",Maruti Suzuki,800,Uniq,2004,"80,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,20,000"
"Chowk Bazar, Tezpur, Assam",Maruti Suzuki,Ertiga,VXI,2013,"65,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,90,000"
"Borjari Gaon, Jamunamukh, Assam",Tata,Others,Others,2019,"29,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,30,000"
"Gopal Nagar, Guwahati, Assam",Hyundai,i10,Sportz 1.2 Kappa2,2011,"40,150 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 2,20,000"
"Beltola, Guwahati, Assam",Maruti Suzuki,800,AC BSIII,2010,"85,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,38,000"
"Jalukbari, Guwahati, Assam",Maruti Suzuki,800,Std,1998,"65,000 km",Petrol,Manual,Silver,2nd,AS,Third Party,"₹ 70,000"
"Kalitakuchi, Guwahati, Assam",Tata,Nano,2012-2015 CX,2011,"66,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 30,000"
"Adabari, Guwahati, Assam",Volkswagen,Polo,1.2 MPI Trendline,2011,"59,000 km",Petrol,Manual,Red,1st,AS,Comprehensive,"₹ 2,35,000"
"Sonali Jyanti Nagar, Jorhat, Assam",Tata,Indigo Ecs,eCS LS CR4 BS-IV,2012,"78,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,30,000"
"Jhinga Gaon, Tinsukia, Assam",Other Brands,Others,Not Available,2016,"2,500 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,60,000"
"Gossaigaon Bazar, Gossaigaon, Assam",Maruti Suzuki,Alto K10,VXI,2015,"78,500 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,90,000"
"Gohain Handique, Nazira, Assam",Mahindra,Bolero Pik-Up,FB 1.7T,2017,"62,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,80,000"
"Sarthe Rongpi, Diphu, Assam",Maruti Suzuki,Alto,2005-2010 LX BSIII,2007,83 km,Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,30,000"
"Gangapara, Hailakandi, Assam",Ford,Figo,1.2P Titanium Plus MT,2013,"37,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,50,000"
"Tukulai Bebejia, Nagaon, Assam",Mahindra,Bolero,2001-2010 DI Non AC BSIII,2021,0 km,Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 50,000"
"Sukan Pukhuri, Sepon, Assam",Maruti Suzuki,Eeco,7 Seater Standard,2011,"73,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,49,999"
"Lokhra, Guwahati, Assam",Mahindra,Scorpio,S7 120,2018,"62,000 km",Diesel,Manual,White,1st,AS,Comprehensive,"₹ 11,25,000"
"Polo Field, Tezpur, Assam",Toyota,Etios,2014-2016 VX,2014,"43,000 km",Petrol,Manual,White,1st,AS,Not Available,"₹ 3,95,000"
"Polo Field, Tezpur, Assam",Maruti Suzuki,Swift Dzire,AMT ZXI Plus,2017,"3,700 km",Petrol,Automatic,Bordeaux/Maroon,1st,AS,Comprehensive,"₹ 6,65,000"
"Jalukbari, Guwahati, Assam",Mahindra,Scorpio,VLX BS III,2012,"75,000 km",Diesel,Manual,Other,1st,AS,Comprehensive,"₹ 4,85,000"
"Uttarjasnabad Part 1, Lala, Assam",Maruti Suzuki,Alto K10,VXI,2018,"13,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,75,000"
"Golampatty, Golaghat, Assam",Mahindra,Supro,Others,2018,"80,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,10,000"
"Hatimuria, Sibsagar, Assam",Chevrolet,Beat,LT Petrol,2012,"63,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,65,000"
"Kharijapikon, Asudubi, Assam",Maruti Suzuki,Alto K10,VXI,2017,"32,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,30,000"
"Kamrup, Guwahati, Assam",Maruti Suzuki,Vitara Brezza,ZDi Plus,2019,"17,990 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 8,95,000"
"Simaluguri, Nazira, Assam",Hyundai,i10,Sportz,2010,"66,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 2,60,000"
"Maligaon, Guwahati, Assam",Other Brands,Others,Not Available,2015,"16,532 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Rehabari, Guwahati, Assam",Mahindra,Bolero,ZLX,2014,"95,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Cinnamora, Chekonidhara, Assam",Kia,Others,Others,2020,"7,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 10,20,000"
"Hatipota Part 1, Bilasipara, Assam",Tata,Others,Others,2012,"27,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Chandmari, Guwahati, Assam",Maruti Suzuki,Omni,8 Seater BSIV,2017,"30,000 km",Petrol,Not Available,White,1st,AS,Comprehensive,"₹ 2,35,000"
"Adabari, Guwahati, Assam",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2016,"42,000 km",Petrol,Manual,Brown,1st,AS,Comprehensive,"₹ 3,65,000"
"Adabari, Guwahati, Assam",Hyundai,Santro,Sportz,2019,"13,000 km",Petrol,Manual,Champagne,1st,AS,Comprehensive,"₹ 4,50,000"
"Dhakuakhana, Assam, India",Bajaj,Others,Others,2018,"37,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 90,000"
"Bakal, Dhemaji, Assam",Tata,Winger,Deluxe - Flat Roof (Non-AC),2014,"35,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,80,000"
"Borbari, Guwahati, Assam",Honda,City,2011-2013 V MT Exclusive,2013,"44,000 km",Petrol,Manual,White,1st,AS,Zero Dep,"₹ 5,75,000"
"Pakabetbari Gaon, Barpeta, Assam",Maruti Suzuki,Alto,LXi,2006,"70,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,50,000"
"Vartak Enclave, Tezpur, Assam",Hyundai,EON,1.0 Era Plus,2016,"28,000 km",Petrol,Manual,Other,1st,AS,Comprehensive,"₹ 2,40,000"
"Dhakota, Jorhat, Assam",Maruti Suzuki,Omni,8 Seater BSIV,2016,"46,800 km",Petrol,Manual,Blue,1st,AS,Comprehensive,"₹ 2,50,000"
"Hengerabari, Guwahati, Assam",Maruti Suzuki,Zen Estilo,LXI BS IV,2007,"59,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,28,000"
"Jum Part 5, Badarpur Rly Town, Assam",Hyundai,Santro,New,2020,"9,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Uttarjasnabad Part 1, Lala, Assam",Maruti Suzuki,Alto 800,STD,2015,"121,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,72,000"
"Purbagool, Hailakandi, Assam",Maruti Suzuki,A-Star,Vxi,2009,"70,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,85,000"
"Bishnupur, Moranhat, Assam",Maruti Suzuki,Wagon R,2010-2012 VXi BSII,2010,97 km,Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,10,000"
"Accounts And Medical Colony, Lumding, Assam",Chevrolet,Optra,1.6,2007,"75,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Silpukhuri, Guwahati, Assam",Ford,Ikon,1.6 Nxt,2002,"78,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,08,000"
"Six Mile, Guwahati, Assam",Maruti Suzuki,Omni,8 Seater BSIV,2017,"30,000 km",Petrol,Not Available,White,1st,Not Available,Not Available,"₹ 2,35,000"
"Naltali, Bhomoraguri AIDC, Assam",Maruti Suzuki,800,AC,1998,"45,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 50,000"
"Pasatia Morigaon, Marigaon, Assam",Hyundai,EON,Magna +,2015,"38,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,25,000"
"Maj Gaon, Tezpur, Assam",Maruti Suzuki,Omni,8 Seater BSII,2017,"15,600 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,90,000"
"Nahar Gaon, Doboka, Assam",Tata,Altroz,Others,2014,"60,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 3,00,000"
"Khelmati, North Lakhimpur, Assam",Maruti Suzuki,Swift Dzire,VXI 1.2,2015,"52,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Mankachar, Assam, India",Maruti Suzuki,Zen,VXi - BS III,2007,"7,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 90,000"
"Buribali Part 3, Hindustan Paper Corporation Ltd Township Panchgram, Assam",Maruti Suzuki,Others,Others,2010,"90,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,45,000"
"Rahman Nagar, Guwahati, Assam",Maruti Suzuki,800,AC,2008,"57,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,55,000"
"Six Mile, Guwahati, Assam",Toyota,Innova,2.5 GX (Diesel) 8 Seater,2011,"150,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,50,000"
"Boragadhai, Duliajan, Assam",Maruti Suzuki,Baleno,1.3 Alpha,2017,"83,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,00,000"
"Jalukbari, Guwahati, Assam",Mahindra,TUV 300,T8,2017,"89,000 km",Diesel,Manual,White,1st,AS,Not Available,"₹ 5,95,000"
"Dhakota, Jorhat, Assam",Hyundai,Xcent,1.2 VTVT SX Option,2015,"52,360 km",Petrol,Manual,Red,1st,AS,Comprehensive,"₹ 4,70,000"
"Polo Field, Tezpur, Assam",Maruti Suzuki,Swift,ZXI 2018,2018,"47,000 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 5,85,000"
"Hatigaon, Guwahati, Assam",Maruti Suzuki,S-Cross,Alpha 1.3,2016,"80,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,00,000"
"Burigaon, Doboka, Assam",Ashok Leyland,Others,Others,2021,"20,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,00,000"
"Narabari, Kokrajhar, Assam",Tata,Vista,Others,2014,"95,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 75,000"
"Fauzdaripatty, Nagaon, Assam",Hyundai,i20,2010-2012 1.2 Magna,2010,"62,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,55,000"
"Dakhin Bidyanagar, Hojai, Assam",Bajaj,Others,Others,2017,"28,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 56,000"
"Doloi Gaon, Rangia, Assam",Tata,Others,Others,2017,"59,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,50,000"
"Bokajan, Assam, India",Mahindra,Bolero Pik-Up,FB 1.25T,2020,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,50,000"
"No 1 Thakurbari T E, Rangapara, Assam",Tata,Nano,2012-2015 CX SE,2017,"48,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 95,000"
"Luthuri Chetia, Sibsagar, Assam",Maruti Suzuki,800,Std BSII,2004,"550,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Polo Field, Tezpur, Assam",Tata,Indigo CS,CS LS TDI,2012,"25,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Kukurmari Pt, Bongaigaon, Assam",Toyota,Innova,2.5 EV (Diesel) PS 8 Seater BS IV,2016,"46,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 11,50,000"
"Namani Gaon No 1, Rangapara, Assam",Toyota,Etios,2010-2012 Diesel TRD Sportivo,2013,"61,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Bidyapara, Dhubri, Assam",Maruti Suzuki,Swift Dzire,VDI,2017,"72,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,30,000"
"Silapathar, Assam, India",Chevrolet,Aveo,Others,2017,"56,000 km",Petrol,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 1,20,000"
"Bhakrapara Part 1, Bongaigaon, Assam",Toyota,Etios Liva,2014-2016 G,2014,"41,471 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,20,000"
"Satgaon, Guwahati, Assam",Maruti Suzuki,Alto,LXi,2010,"100,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,50,000"
"Dhit chak, Karimganj, Assam",Hyundai,EON,D Lite Plus,2013,"55,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,00,000"
"Hatigaon, Guwahati, Assam",Mahindra,Scorpio,S11,2019,"80,000 km",Diesel,Manual,Black,1st,AS,Comprehensive,"₹ 14,25,000"
"Vartak Enclave, Tezpur, Assam",Honda,Amaze,1.5 SMT I DTEC,2014,"65,000 km",Diesel,Manual,Blue,1st,AS,Comprehensive,"₹ 3,35,000"
"Khanapara, Guwahati, Assam",Maruti Suzuki,Ciaz,2014-2017 RS ZXi Plus,2015,"60,000 km",Petrol,Manual,Grey,1st,AS,Comprehensive,"₹ 6,30,000"
"Champak Nagar, Hailakandi, Assam",Maruti Suzuki,Baleno,1.2 CVT Delta,2020,"23,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,50,000"
"Champak Nagar, Hailakandi, Assam",Bajaj,RE60,Qute Petrol,1998,"6,000 km",Petrol,Automatic,Not Available,4th,Not Available,Not Available,"₹ 85,000"
"Burhapatia, Kampur Town, Assam",Tata,Indigo Ecs,eCS LS TDI,2012,"90,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,10,000"
"Tupakuchi, Raha, Assam",Mercedes-Benz,GLA Class,2014-2017 200 CDI SPORT,2017,"24,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 24,75,000"
"Borkula, Duliajan No 1, Assam",Chevrolet,Spark,2007-2012 1.0 LS,2012,"55,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Bali Pukhuri, Biswanath Chariali, Assam",Other Brands,Others,Not Available,2019,"5,000 km",Electric,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 95,000"
"Boladmari, Goalpara, Assam",Mahindra,Others,Others,2012,"100,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,50,000"
"Golaghat Grant, Golaghat, Assam",Tata,Others,Others,2018,"43,056 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,20,000"
"Borkula, Duliajan No 1, Assam",Mahindra,Others,Others,2015,"786,602 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Danki Gaon, Hojai, Assam",Hyundai,Creta,1.6 CRDi SX Option,2019,"63,132 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 10,50,000"
"Dalgaon Town, Dalgaon, Assam",Bajaj,Others,Others,2011,"2,220 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 15,000"
"Jalukbari, Guwahati, Assam",Maruti Suzuki,800,AC BSIII,2012,"54,219 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,28,000"
"Teloibari Gaon, Moranhat, Assam",Maruti Suzuki,800,AC,2000,"88,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 75,000"
"Pachim Jarani, Doboka, Assam",Tata,Nano,2012-2015 CX SE,2012,"45,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 60,000"
"Jalukbari, Guwahati, Assam",Volkswagen,Passat,2010-2014 Diesel Highline 2.0 TDI,2010,"71,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,75,000"
"Dihing Kinar Naga, Naharkatiya, Assam",Hyundai,Verna,VTVT 1.6 SX,2012,"50,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,80,000"
"Jum Part 5, Badarpur Rly Town, Assam",Maruti Suzuki,Alto K10,2010-2014 2010-2014 VXI,2014,"80,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 2,50,000"
"Vartak Enclave, Tezpur, Assam",Hyundai,Santro,Others,2007,"8,600 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 1,40,000"
"Zoo Tiniali, Guwahati, Assam",Audi,Q7,3.0 TDI Quattro Technology,2012,"58,000 km",Diesel,Automatic,Black,1st,Not Available,Comprehensive,"₹ 22,00,000"
"Dhakota, Jorhat, Assam",Tata,Tiago,1.05 Revotorq XM Option,2019,"19,010 km",Diesel,Manual,White,1st,AS,Zero Dep,"₹ 4,35,000"
"Rukmini Gaon, Guwahati, Assam",Ford,Figo,2010-2012 Diesel Titanium,2012,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,75,000"
"Tapan Nagar, Golaghat, Assam",Bajaj,Others,Others,2018,"37,588 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 85,000"
"Tarphat, Golaghat, Assam",Mahindra,Bolero Power Plus,SLX,2016,"60,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,80,000"
"Demow Pathar, Sibsagar, Assam",Maruti Suzuki,Wagon R 1.0,1.0 LXi,2006,"72,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,10,000"
"Lituma, Guwahati, Assam",Maruti Suzuki,Ritz,LDi,2014,"45,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,95,000"
"Garchuk, Guwahati, Assam",Maruti Suzuki,Baleno,Not Available,2016,"37,221 km",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 5,90,000"
"Lachit Nagar, Moran Town, Assam",Tata,Indica,DLX,2008,"100,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 45,000"
"Hatigaon, Guwahati, Assam",Maruti Suzuki,Swift Dzire,VXI,2018,"38,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,70,000"
"Sundarbari, Guwahati, Assam",Maruti Suzuki,Alto 800,2012-2016 LX Optional,2016,"96,852 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,65,000"
"Deuri Kuchi, Barpeta, Assam",Mahindra,Bolero,SLE BSIII,2014,"180,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,10,000"
"Bhalukdubi, Goalpara, Assam",Hyundai,Grand i10 Nios,Sportz,2020,"23,754 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,80,000"
"Auniati Kheraj, Dhing, Assam",Maruti Suzuki,Alto K10,VXI,2017,"33,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,60,000"
"Jonai Market, Jonai Bazar, Assam",Mahindra,XUV500,2011-2015 W8 2WD,2013,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,40,000"
"Bakal, Dhemaji, Assam",Chevrolet,Beat,2010-2013 LT,2011,"69,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,20,000"
"Dobokanala, Doboka, Assam",Maruti Suzuki,Alto K10,VXI,2011,"67,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,00,000"
"Singha Duwar Grant, Sibsagar, Assam",Maruti Suzuki,Estilo,LXI,2008,"48,245 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,45,000"
"Sialmari, Bijni, Assam",Maruti Suzuki,Alto 800,Base,2013,"51,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,35,000"
"Vartak Enclave, Tezpur, Assam",Hyundai,Santro,GS,2013,"58,000 km",Petrol,Manual,Other,1st,AS,Comprehensive,"₹ 2,20,000"
"Jalukbari, Guwahati, Assam",Ford,Endeavour,2009-2014 2.5L 4X2,2010,"110,000 km",Diesel,Manual,Other,1st,AS,Not Available,"₹ 5,70,000"
"Jalukbari, Guwahati, Assam",Ford,Figo Aspire,1.2 Ti-VCT Titanium Plus,2016,"40,000 km",Petrol,Manual,Black,1st,AS,Comprehensive,"₹ 4,99,000"
"Bali Pukhuri, Biswanath Chariali, Assam",Maruti Suzuki,Wagon R 1.0,1.0 LXi,2009,"75,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,80,000"
"Lathimara, Badarpur, Assam",Hindustan Motors,Others,Others,2016,"5,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 70,000"
"Haibargaon, Nagaon, Assam",Nissan,Micra Active,XL Petrol,2020,17 km,Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Bidyapara, Dhubri, Assam",Tata,Others,Others,2016,"350,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 12,20,000"
"Kopohua, Nazira, Assam",Tata,Indica,DLE,2003,"33,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 60,000"
"Kali Bari Rajah Chahar, Tezpur, Assam",Maruti Suzuki,Swift,VXI,2014,"73,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,20,000"
"Kamrup, Guwahati, Assam",Renault,KWID,RXT,2016,"52,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,50,000"
"Six Mile, Guwahati, Assam",Mahindra,Scorpio,2002-2013 2.6 GLX,2012,"110,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 6,25,000"
"Kali Bari Rajah Chahar, Tezpur, Assam",Maruti Suzuki,Swift,VXI,2014,"73,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,15,000"
"Khowang, Moranhat, Assam",Maruti Suzuki,Alto 800,LX,2008,"55,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"Classic Enclave, Guwahati, Assam",Hyundai,i20,1.4 Magna Executive,2019,"24,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Nirmali Gaon, Dibrugarh, Assam",Maruti Suzuki,Swift Dzire,VDI,2014,"91,357 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,75,000"
"Banamali Part 1, Karimganj, Assam",Maruti Suzuki,Alto 800,LXI,2016,"37,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 2,65,000"
"Mirza, Kochpara, Assam",Maruti Suzuki,Swift Dzire Tour,Others,2016,"132,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 3,25,000"
"Dakhin Tokererchora Part2, Golokganj, Assam",Chevrolet,Sail,1.2 LS,2015,57 km,Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 2,30,000"
"Gohain Handique, Nazira, Assam",Maruti Suzuki,Alto,2000-2005 LX,2005,"61,189 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,15,000"
"Shantipara, Dibrugarh, Assam",Hyundai,Verna,2011-2014 1.6 CRDI,2012,"77,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Durga Sarovar, Guwahati, Assam",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2017,"69,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 3,95,000"
"Polo Field, Tezpur, Assam",Hyundai,Grand i10 Nios,Sportz,2019,"12,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 6,10,000"
"Dhiren Para, Guwahati, Assam",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2015,"42,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 3,60,000"
"Kalioni, Numaligarh Refinery Township, Assam",Tata,Tiago,XZ,2019,"35,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Bahbari Gaon, Tinsukia, Assam",Tata,Hexa,XM,2019,"33,100 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 13,00,000"
"Khumtai Gaon, Moranhat, Assam",Chevrolet,Sail,LS ABS,2015,"80,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,70,000"
"Laal Ganesh, Guwahati, Assam",Maruti Suzuki,Omni,E MPI STD BSIV,2017,"58,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,95,000"
"Resham Nagar, Guwahati, Assam",Chevrolet,Aveo,1.4 LT,2010,"102,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,20,000"
"Dhirenpara, Guwahati, Assam",Renault,KWID,RXT Optional,2016,"71,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,60,000"
"Doboka Pather, Doboka, Assam",Tata,Sumo Victa,LX,2006,"110,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,35,000"
"Naliapool, Dibrugarh, Assam",Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2012,"160,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,00,000"
"Dilzan Basti Sijubari, Guwahati, Assam",Toyota,Innova,2.5 G (Diesel) 8 - Seater,2011,"153,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 4,30,000"
